P13	check		P5	1P5	2P5	3P5	4P5								P4					P44			P7	P43				P46			P45									P47			P48			P49			P50			P51		P52		
88.70	t		HOWELL, Mrs										?		Georgina, histoire véritable, par l’auteur de Cécilia, traduite de l’anglois par M. v*****		Genève & Paris			Maradan			1788	1788				4 part, in-12			xii + 188, 198, 211, 164p.		BN+ Rochedieu Streeter		L’attribution à madame d’Arblay, auteur de Cécilia, suggérée dans le titre est erronée.			Trad. de Georgina or the Memoirs of the Bellmour Family, 1787.		1re personne (mémoires découpés en lettres), avec récits intercalés 1re personne			Angleterre			Géorgina Bouverie, Edwin Bellmours, M. Lindsay, mylord Abberville, George Flyn			histoires de famille, intrigue mondaine, voyages							
88.71	t		HUGHES, Mrs Anne										?		Caroline ou les vicissitudes de la fortune, traduit de l’anglois		Londres & Paris			Buisson			1788	1788				3t. in-12			303, 284, 229p.		BN+ Rochedieu Streeter					Trad. de Caroline or the Diversifies of Fortune, 1787.		3e personne			Angleterre			M. Ashford, mylord Wallon, miss West, Caroline			histoires de famille et intrigue mondaine							
88.72	t		JOHNSTON, Charles										?		Les aventures comiques et plaisantes d’Antoine Varnish, par Charles Johnston, traduites de l’anglois		Londres & Paris			Régnault			1788	1788				4 part, en 2 vol. in-12			vi + 190, 192, 203, 156p.		Rochedieu Streeter		Rochedieu cite Monglond, qui donne une édition: Paris, Régnault, 1789, 4 part.; mais comme Monglond tire ses renseignements de MF 4.iv.89, il s’agit peut-être tout simplement d’une annonce tardive pour la première édition, datée de 1788.			Trad. de The Adventures of Anthony Varnish, 1786.		1re personne (mémoires), avec des récits intercalés 1re personne			Irlande, Angleterre			le père Doolough, Darby, le capitaine Hawser, M. Calomel (médicin), miss Jessé			voyages et aventures picaresques			éléments réalistes, critique sociale, ton satirique				
88.73	t		KEIR, Mrs						LE TOURNEUR, Pierre-Prime-Félicien						Mémoires intéressants par une lady, traduits de l’anglois par feu M. Le Tourneur		Londres & Paris			Leroy			1788	1788				2 part, in-12			209, 238p.		A+ Cushing Rochedieu Streeter					Trad. de Interesting Memoirs, 1785.		Lettres, avec une narration 3e personne			Angleterre, France			lady Louise Grandville, mistriss Eliza Seymour, lord Henry Hastings, sir Stanhope, Charlotte Villiers			intrigue mondaine, voyages, aventures, malheurs			sensibilité				
88.74			LANTIER, Étienne-François												Erminie, poème en trois chants, par M. de Lantier, chevalier de l’Ordre de Saint-Louis, des Académies de Marseille, Florence & Rome		Londres & Paris			les marchands de nouveautés			1788	1788				in-8			272p.		BN+ Q																					Pp. 1-70, Erminie, poème. Pp. 71-101, Fatte ben per voi, conte moral: 102-272, Le provincial élevé à Paris ou histoire de Nicolas Remi.		
88.76			LA SALLE D’OFFÉMONT, Adrien-Nicolas Piédefer, marquis de												Le mal-adroit ou lettres du comte de Gauchemont		Paris			Debray			1788	1788				2 part, in-12			xxii + 166, 190p.		BN+ JL xxv 1788; JP 2.viii.88 B Delcro Gay Q Weller							Lettres			Paris, province			le comte de Gauchemont, le baron de Franval, Julie de Prémont			intrigues sentimentales et mondaines, peinture des mœurs (critique de la société française où le mérite ne suffit pas pour réussir)							
88.77	t		LEE, Harriet						LAMARE, Pierre-Bernard					adapt. par LAMARE, Pierre-Bernard	Herbert ou adieu richesses ou les mariages		Edimbourg & Paris			Buisson			1788	1788				3t. in-12			264, 275, 282p.		A BN+ JP 19.X.88 Delcro Q Rochedieu Streeter		Avertissement: ‘Quelques-unes de ces Lettres ont déjà été imprimées en anglois dans un Ouvrage intitulé: The Errors of Innocence; les autres m’ont été confiées par un des principaux personnages qui figurent dans cette histoire’.			Trad. de The Errors of Innocence, 1786		Lettres			Angleterre			Henri Herbert, miss Vernon, miss Hélène Spenser, Obrien			malheurs d’un jeune homme, intrigue mondaine							
88.78			LESUIRE, Robert-Martin												Dernière suite de l’Aventurier françois, contenant les mémoires de Ninette Merviglia, fille de Grégoire Merveil, écrits par elle-même, & traduits de l’italien par son frère Cataudin		Londres & Paris			Quillau l’aîné, veuve Duchesne, Belin, Mérigot, veuve Prault. Desenne			1788	1788				2t. in-12			viii + 231, 237p.		A BN+ JL xxvii 1788; JP 6.ix.88 B Delcro Gay Q		Suite et fin d’un ouvrage commencé en 1782 (v. 82.27). Une Première suite a été publiée en 1783 (v. 83.32); une Seconde suite en 1785 (v. 85.34).					1re personne (mémoires)			Sicile, Paris			le signor Foschi, Cataudin, le duc Corbelloni, le prince Panfili, la signora Grisalda			aventures romanesques							
88.79			LE TOURNEUR, Pierre-Prime-Félicien												Le jardin anglois ou variétés tant originales que traduites, par feu M. Le Tourneur, précédées d’une notice sur sa vie & ses ouvrages, avec son portrait dessiné d’après nature par M. Pujos		Londres & Paris						1788	1788				2t. in-8			xii + 318, 310 + 88p.		BN+ JP 15.ix, 15.X.88 Cushing Q Rochedieu		Selon Cushing, ces morceaux sont des adaptations plutôt que des traductions, et peuvent être considérés comme des ouvrages originaux de Le Tourneur.																			Discours, éloges, traductions en prose de poèmes, avec: I. 116-134, Les remords, histoire de miss Jenny (v. 69. 7); 168-181. Cathéluina, poème (en prose). II. 59-103, Lettre d’un père retiré à la campagne, à sa fille nouvellement mariée & établie à Londres, qui lui avait demandé la cause de sa retraite; 111-163, Voyage de Normandie; 193-208. Mille-homme, satyre, et Ferrage, antropophage en France; 231-310, Les cinq chants (d’Arioste); 1-88, Les satyres de l’Arioste.		
88.8	t														Elliott ou le généreux Américain, traduit de l’anglois		Amsterdam & Utrecht			Leide, Rotterdam, chez les libraires associés			1788	1788				2 part, in-8			123, 202p.		BN+ AL 1789 VIII 65-68					Trad. de The Liberal American, a Novel by a Lady, 1785		Lettres			Angleterre, France, Amérique			Louise Morely, Charles Morely, sir Edward Hambden, miss Aubrey			malheurs d’une famille, intrigue sentimentale							
88.80			LE VACHER DE CHARNOIS, Jean-Charles												Histoire de Sophie et d’Ursule ou lettres extraites d’un portefeuille, mises en ordre & publiées par M. de Chamois		Londres& Paris			Buisson			1788	1788				2t. in-12			iv + 253, 330p.		A BN+ JL xix 1788; JP 20.i, 14.iii.89 B Delcro Gay Monglond Q							Lettres			province (Bordeaux, Lille)			Ursule, Sophie, M. Durmont, M. de Bonneville, le chevalier de Valcourt			histoires de mariages et intrigue mondaine (les menées d’un séducteur)							
88.81	[88.81]		LOAISEL DE TRÉOGATE, Joseph-Marie												[Ainsi finissent les grandes passions V. 87.54bis]								1788	[non déclaré]																																
88.82	m		LOQUET, Marie-Françoise												Entretiens de Clotilde, pour exciter les jeunes personnes du sexe à la vertu & servir de suite aux Entretiens d’Angélique		Paris			Benoît Morin			1788	1788				in-12			vii + 475p.		BN+ JL xxxviii 1788 B Q		Les Entretiens d’Angélique ont paru en 1781 (v. 81.22).																			En marge: dialogues édifiants, mais où il entre des éléments romanesques (personnages bien définis, mise en scène)		
88.83			LOUVET DE COUVRAY, Jean-Baptiste												Six semaines de la vie du chevalier de Faublas, pour servir de suite à sa première année		Londres & Paris			Bailly et chez les marchands de nouveautés			1788	1788				2t. in-12			xvi + 185, 198p.		A BN+ CorrL mars 1788; JL xi 1788; JP ll.vi.88 Delcro Q		La date de 1785 donnée par Q serait une erreur. Cet ouvrage est la suite d’Une année de la vie du chevalier de Faublas (v. 87.56). La fin des amours du chevalier de Faublas a paru en 1790 (v. 90.47). Pour les éditions où les trois ouvrages sont réunis, v. 87.56.					1re personne			Paris			Sophie (Dorliska), Duportail (Louvzinski), le chevalier de Faublas			aventures galantes							
88.84			LUCHET, Jean-Pierre-Louis de La Roche du Maine, marquis de												Une seule faute ou les mémoires d’une demoiselle de qualité Bruxelles		Paris			Buisson			1788	1788				2 part, in-8			viii + 172, 171p		A BN+ JL xliii 1788; JP 14.i.89 B Delcro Q Weller							1re personne (mémoires)			Saumur, Paris			M. de Belval, Adélaïde, Sophie			intrigue sentimentale, voyages, aventures							
88.85	nt		LUCIEN DE SAMOSATE						BELIN DE BALLU, J.-N.						Œuvres de Lucien, traduites du grec d’après une copie vérifiée et revue sur six manuscrits de la Bibliothèque du Roi, avec des notes historiques et littéraires et des remarques critiques sur le texte de cet auteur		Paris			Jean-François Bastien			1788	1788				5t. in-8			xxxi + 446, 568, 538, 583, 455p.		BN+ JP 6.iv.89 Q		Pour les autres traductions de œuvres de Lucien, v. 81.24. W. Histoire véritable, &c. III, Lucius ou l’asne, &c.																					
88.86			MAIMIEUX, Joseph de												Le comte de Saint-Méran ou les nouveaux égaremens du cœur et de l’esprit		Londres & Paris			Leroy			1788	1788				4 part, in-12			viii + 208 216 224, 238p.		A BM+ BN+ AL 1788 VI 79-84; CorrL avril 1788; JL li 1787; JP 12.i.88 B Gay Delcro		0 Une suite de cet ouvrage a paru en 1789 (v. 89. 85)					Lettres, avec commentaire 3e personne			France			la comtesse de Monpal, le chevalier d’Orbeuge, le comte de Saint-Méran, M. Banin, Germeuil			intrigue mondaine, critique des mœurs			ton satirique				
88.87			MAIMIEUX, Joseph de												Justine d’Arancy ou la vertu calomniée, par l’auteur du Comte de Saint-Méran ou les nouveaux égaremens du coeur et de l’esprit		Paris			Lagrange			1788	1788				2 part, in-12			248, 261 p.		A BN+ JL xiii 1788 Delcro							Lettres			province			Justine d’Arency, M. de Colsan, le chevalier de Clermeuil			intrigue mondaine			sensibilité, mélancolie				
88.88			MALARME, Charlotte de Bournon, comtesse de												Lettres de mylord Walton à sir Hugh Battle son ami, par madame la comtesse de Malarme, de l’Académie des Arcades de Rome		Bruxelles & Paris			H. Dujardin, veuve Duchesne			1788	1788				2t. in-12			283, 276p.		BN+ JL xxxvi 1788; JP 28.ix.88 Delcro Q							Lettres			Angleterre			mylord Félix Walton, sir Hugh Battle, miss Claire Blossom, George Sims			histoires de famille, intrigue mondaine							
88.89			MARCHANT, François												Le roman sans titre, histoire véritable ou peu s’en faut, par un philosophe du Palais-Royal		Paris			Maradan			1788	1788				2 part, in-12			191, 178p.		BN+ JP 23.ii.89 B Delcro							1re personne, avec récits intercalés 1re personne			province, Paris			M. Vilmorin, Agathe, M. Dumont, madame Plumant			les aventures galantes d’un jeune homme à Paris			ton léger				
88.9	t		?						HAUDRY, mademoiselle						Emma ou l’enfant du malheur, traduit de l’anglois sur la seconde édition		Londres & Paris			Buisson			1788	1788				2t. in-12			303, 235p.		A BN+ JP 17.iii.88 Rochedieu Streeter		Une autre version a été publiée en 1788 avec le titre: Histoire de lady Cleveland (y,88.12). Une réédition de cette version a paru en 1788, mais avec le titre: Emma ou l’enfant du malheur. (Serait-ce une supercherie pour profiter du succès de la première traduction?) Il se peut donc que les deux rééditions de 1792 et 1795 que nous citons ci-dessous, bien qu’elles portent le titre A’Emma... et qu’elles paraissent sous le nom de Haudry, soient en réalité des rééditions de VHistoire de Lady Cleveland.			Trad. de Emma or the Child of Sorrow, 1776.		Lettres, avec récit intercalé 1re personne			Angleterre			Julie Stretton, Emma Geveland, milord Stretton, milord Geveland			intrigue sentimentale, malheurs			sensibilité				
88.90			MARÉCHAL, Pierre-Sylvain												Apologues modernes à l’usage du Dauphin, premières leçons du fils aîné d’un roi		Bruxelles						1788	1788				in-8			118p.		BN+ B																					Cent petites anecdotes morales (d’une page en moyenne): Prométhée, Le tocsin, L’épreuve, Le roi gardeur de cochons, etc.		
88.91			MAYER, Charles-Joseph de												Lisvart de Grèce, roman de chevalerie ou suite d’Amadis de Gaule, par M. Mayer		Amsterdam & Paris			rue et hôtel Serpenté			1788	1788				5t. in-12			xii + 298, 334, 314, 309, 330p.		A BN+ JP 14.vi.90 Delcro Q		Selon l’avertissement, l’ouvrage se présente comme une suite de VAmadis du comte de Tressan (v. 79.33): ‘J’ai cru devoir imiter le Comte de Tressan, perdre souvent de vue notre commun devancier le Sire Nicolas de Herberay, supprimer, ajouter, créer, polir, substituer, arrondir, & rapprocher un peu de nos tems & de nos mœurs la scene ancienne & le vieux théâtre... BUR 1789 mai, pp. 13-204, en donne un abrégé.					3e personne			Constantinople			Périon de Gaule, Alquife, Lisvart de Grèce, Angriote, Gricilerie			aventures chevaleresques, éléments merveilleux			goût pour l’ancienne littérature				
88.92			MÉRARD DE SAINT-JUST, Anne-Jeanne-Félicité d’Ormoy, madame												Histoire de la baronne d’Alvigny, par Mad. D.M.S.J.N. A.J.F. d’O.		Londres & Paris			Maradan			1788	1788				in-12			192p		BN+ JL xvi 1788 B Gay Q		Q donne le titre: Mémoires de la baronne d’Alvigni..					3e personne			Paris, province			madame de Romaincour, le baron et la baronne d’Alvigny, la duchesse de Wastelane, Rose, Henri			les malheurs d’une femme qui aime trop le jeu			intentions moralisatrices				
88.93			MÉRARD DE SAINT-JUST, Anne-Jeanne-Félicité d’Ormoy, madame												Mon journal d’un an ou mémoires de mademoiselle de Roza-delle-Saint-Ophelle, par M.A.J.F.D.M.S.J.N.D.O., suivis de poésies fugitives, d’une anecdote cachemirienne, & d’un conte pastoral		Parme & Paris			chez tous les libraires qui vendent les nouveautés, pour tous les temps			1788	[non déclaré]				in-12			261p.		BM+ BN+ B Gay Q		B, Gay et Q donnent: Vers 1788’. Cf. deux autres titres du même auteur: Démence de madame Panor en son nom Rozadelle Saint-Ophèle (96.44) et Le château noir ou les souffrances de la jeune Ophelle (99.121).																			Pp. 5-119, Mon journal d’un an: 1er personne; Paris, province; madame de Pelverde, le comte d’Eloncour, M. de Ricardi, Laure; intrigues sentimentales; 165-190, Transumir et Félicianne ou le triomphe de l’amour, anecdote traduite le 22 octobre 1769 de la langue cachemirienne; 191-261, Rosine et Colette ou ii n’est de bonheur que dans l’égalité des conditions, conte pastoral plus vrai que beaucoup d’histoires.		
88.94			NERCIAT, André-Robert Andréa de												Le doctorat impromptu								1788	[non déclaré]				in-32			120p.		Apollinaire, Nerciat C*** Cohen Gay		Pour notre description de l’ouvrage nous avons utilisé les éditions modernes de 1866 (BM, BN) et de 1951 (BM).					1re personne (lettres)			Paris			Erosie, M. de Roqueval, M. Cudard, Solange, l’abbé de Saint-Elme			aventures libertines							
88.95			NERCIAT, André-Robert Andréa de												Les galanteries du jeune chevalier de Faublas, ou les folies parisiennes, par l’auteur de Félicia		Paris			chez l’auteur, rue Quincampoix, au Bureau de la Bonneterie			1788	1788				6 part, in-12.			166, 171, 152, 160, 156, 153p.		Leonhardt Apollinaire, Nerciat B C*** Delcro Q		Tous les bibliographes que nous citons ci-dessus donnent une édition en quatre tomes et semblent ignorer les deux dernières parties. Celles-ci portent à la page de titre: ‘Suite des galanteries...’. Selon C***. l’ouvrage est ‘une sorte de plagiat des/lwoure de Faublas, dont Louvet venait de faire paraître les sept premières parties en 1787 et 1788’(v. 87.56, 88.83). Apollinaire préfère croire que ’Nerciat a dit, peut-être même à l’instigation de son libraire, changer pour celui du chevalier de Faublas, le nom du héros d’un ouvrage déjà terminé et prêt à être publié’.88.96																					
